incident_id,age_num,sex_code,race_id,offense_type_id,location_id
61821516,18.0,M,2.0,40,21
61821517,17.0,M,0.0,5,20
61821517,17.0,M,0.0,5,20
61821517,-1.0,U,0.0,5,20
61821518,-1.0,U,0.0,5,20
61821520,16.0,M,2.0,16,20
61821522,35.0,F,1.0,45,20
61821523,50.0,M,2.0,51,4
61821525,18.0,M,2.0,40,22
61821525,17.0,M,2.0,40,22
61821529,25.0,M,1.0,51,20
61821530,13.0,M,2.0,51,13
61821533,18.0,F,2.0,51,20
61821534,34.0,M,1.0,56,20
61821535,18.0,M,2.0,21,13
61821535,16.0,M,2.0,21,13
61821535,18.0,M,2.0,21,13
61821536,19.0,M,1.0,23,8
61821536,19.0,M,1.0,45,8
61821536,19.0,M,1.0,16,8
61821536,19.0,M,1.0,35,8
61821537,10.0,F,2.0,51,1
61821537,10.0,F,2.0,5,1
61821538,-1.0,U,0.0,49,20
61821541,45.0,M,1.0,44,20
61821542,19.0,M,1.0,45,24
61821543,29.0,M,1.0,23,24
61821544,20.0,M,2.0,45,23
61821544,20.0,F,2.0,45,23
61821545,47.0,M,2.0,45,20
61821546,27.0,F,2.0,51,13
61821547,19.0,M,1.0,35,18
61821548,43.0,F,1.0,45,20
61821549,-1.0,M,2.0,27,18
61821549,-1.0,M,2.0,21,18
61821549,18.0,M,2.0,27,18
61821549,18.0,M,2.0,21,18
61821549,18.0,M,2.0,27,18
61821549,18.0,M,2.0,21,18
61821550,25.0,M,1.0,23,7
61821551,35.0,F,1.0,27,20
61821552,-1.0,M,0.0,45,4
61821552,-1.0,M,0.0,45,4
61821553,20.0,F,2.0,5,20
61821556,17.0,M,2.0,51,22
61821557,14.0,F,1.0,16,22
61821558,16.0,M,1.0,16,22
61821559,50.0,F,1.0,45,23
61821562,35.0,M,2.0,5,5
61821563,30.0,F,2.0,16,20
61821563,36.0,F,2.0,16,20
61821563,28.0,M,2.0,16,20
61821564,15.0,M,2.0,51,22
61821565,35.0,M,1.0,23,24
61821566,18.0,M,2.0,28,13
61821568,15.0,M,2.0,27,20
61821569,63.0,F,2.0,27,20
61821569,63.0,F,2.0,51,20
61821569,68.0,M,2.0,27,20
61821569,68.0,M,2.0,51,20
